;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96
24;0,727272727;0,705882353;0,685714286;0,666666667;0,648648649;0,631578947;0,615384615;0,6;0,585365854;0,571428571;0,558139535;0,545454545;0,533333333;0,52173913;0,510638298;0,5;0,489795918;0,48;0,470588235;0,461538462;0,452830189;0,444444444;0,436363636;0,428571429;0,421052632;0,413793103;0,406779661;0,4;0,393442623;0,387096774;0,380952381;0,375;0,369230769;0,363636364;0,358208955;0,352941176;0,347826087;0,342857143;0,338028169;0,333333333;0,328767123;0,324324324;0,32;0,315789474;0,311688312;0,307692308;0,303797468;0,3;0,296296296;0,292682927;0,289156627;0,285714286;0,282352941;0,279069767;0,275862069;0,272727273;0,269662921;0,266666667;0,263736264;0,260869565;0,258064516;0,255319149;0,252631579;0,25;0,24742268;0,244897959;0,242424242;0,24;0,237623762;0,235294118;0,233009709;0,230769231;0,228571429
25;0,757575758;0,735294118;0,714285714;0,694444444;0,675675676;0,657894737;0,641025641;0,625;0,609756098;0,595238095;0,581395349;0,568181818;0,555555556;0,543478261;0,531914894;0,520833333;0,510204082;0,5;0,490196078;0,480769231;0,471698113;0,462962963;0,454545455;0,446428571;0,438596491;0,431034483;0,423728814;0,416666667;0,409836066;0,403225806;0,396825397;0,390625;0,384615385;0,378787879;0,373134328;0,367647059;0,362318841;0,357142857;0,352112676;0,347222222;0,342465753;0,337837838;0,333333333;0,328947368;0,324675325;0,320512821;0,316455696;0,3125;0,308641975;0,304878049;0,301204819;0,297619048;0,294117647;0,290697674;0,287356322;0,284090909;0,280898876;0,277777778;0,274725275;0,27173913;0,268817204;0,265957447;0,263157895;0,260416667;0,257731959;0,255102041;0,252525253;0,25;0,247524752;0,245098039;0,242718447;0,240384615;0,238095238
26;0,787878788;0,764705882;0,742857143;0,722222222;0,702702703;0,684210526;0,666666667;0,65;0,634146341;0,619047619;0,604651163;0,590909091;0,577777778;0,565217391;0,553191489;0,541666667;0,530612245;0,52;0,509803922;0,5;0,490566038;0,481481481;0,472727273;0,464285714;0,456140351;0,448275862;0,440677966;0,433333333;0,426229508;0,419354839;0,412698413;0,40625;0,4;0,393939394;0,388059701;0,382352941;0,376811594;0,371428571;0,366197183;0,361111111;0,356164384;0,351351351;0,346666667;0,342105263;0,337662338;0,333333333;0,329113924;0,325;0,320987654;0,317073171;0,313253012;0,30952381;0,305882353;0,302325581;0,298850575;0,295454545;0,292134831;0,288888889;0,285714286;0,282608696;0,279569892;0,276595745;0,273684211;0,270833333;0,268041237;0,265306122;0,262626263;0,26;0,257425743;0,254901961;0,252427184;0,25;0,247619048
27;0,818181818;0,794117647;0,771428571;0,75;0,72972973;0,710526316;0,692307692;0,675;0,658536585;0,642857143;0,627906977;0,613636364;0,6;0,586956522;0,574468085;0,5625;0,551020408;0,54;0,529411765;0,519230769;0,509433962;0,5;0,490909091;0,482142857;0,473684211;0,465517241;0,457627119;0,45;0,442622951;0,435483871;0,428571429;0,421875;0,415384615;0,409090909;0,402985075;0,397058824;0,391304348;0,385714286;0,38028169;0,375;0,369863014;0,364864865;0,36;0,355263158;0,350649351;0,346153846;0,341772152;0,3375;0,333333333;0,329268293;0,325301205;0,321428571;0,317647059;0,313953488;0,310344828;0,306818182;0,303370787;0,3;0,296703297;0,293478261;0,290322581;0,287234043;0,284210526;0,28125;0,278350515;0,275510204;0,272727273;0,27;0,267326733;0,264705882;0,262135922;0,259615385;0,257142857
28;0,848484848;0,823529412;0,8;0,777777778;0,756756757;0,736842105;0,717948718;0,7;0,682926829;0,666666667;0,651162791;0,636363636;0,622222222;0,608695652;0,595744681;0,583333333;0,571428571;0,56;0,549019608;0,538461538;0,528301887;0,518518519;0,509090909;0,5;0,49122807;0,482758621;0,474576271;0,466666667;0,459016393;0,451612903;0,444444444;0,4375;0,430769231;0,424242424;0,417910448;0,411764706;0,405797101;0,4;0,394366197;0,388888889;0,383561644;0,378378378;0,373333333;0,368421053;0,363636364;0,358974359;0,35443038;0,35;0,345679012;0,341463415;0,337349398;0,333333333;0,329411765;0,325581395;0,32183908;0,318181818;0,314606742;0,311111111;0,307692308;0,304347826;0,301075269;0,29787234;0,294736842;0,291666667;0,288659794;0,285714286;0,282828283;0,28;0,277227723;0,274509804;0,27184466;0,269230769;0,266666667
29;0,878787879;0,852941176;0,828571429;0,805555556;0,783783784;0,763157895;0,743589744;0,725;0,707317073;0,69047619;0,674418605;0,659090909;0,644444444;0,630434783;0,617021277;0,604166667;0,591836735;0,58;0,568627451;0,557692308;0,547169811;0,537037037;0,527272727;0,517857143;0,50877193;0,5;0,491525424;0,483333333;0,475409836;0,467741935;0,46031746;0,453125;0,446153846;0,439393939;0,432835821;0,426470588;0,420289855;0,414285714;0,408450704;0,402777778;0,397260274;0,391891892;0,386666667;0,381578947;0,376623377;0,371794872;0,367088608;0,3625;0,358024691;0,353658537;0,34939759;0,345238095;0,341176471;0,337209302;0,333333333;0,329545455;0,325842697;0,322222222;0,318681319;0,315217391;0,311827957;0,308510638;0,305263158;0,302083333;0,298969072;0,295918367;0,292929293;0,29;0,287128713;0,284313725;0,281553398;0,278846154;0,276190476
30;0,909090909;0,882352941;0,857142857;0,833333333;0,810810811;0,789473684;0,769230769;0,75;0,731707317;0,714285714;0,697674419;0,681818182;0,666666667;0,652173913;0,638297872;0,625;0,612244898;0,6;0,588235294;0,576923077;0,566037736;0,555555556;0,545454545;0,535714286;0,526315789;0,517241379;0,508474576;0,5;0,491803279;0,483870968;0,476190476;0,46875;0,461538462;0,454545455;0,447761194;0,441176471;0,434782609;0,428571429;0,422535211;0,416666667;0,410958904;0,405405405;0,4;0,394736842;0,38961039;0,384615385;0,379746835;0,375;0,37037037;0,365853659;0,361445783;0,357142857;0,352941176;0,348837209;0,344827586;0,340909091;0,337078652;0,333333333;0,32967033;0,326086957;0,322580645;0,319148936;0,315789474;0,3125;0,309278351;0,306122449;0,303030303;0,3;0,297029703;0,294117647;0,291262136;0,288461538;0,285714286
31;0,939393939;0,911764706;0,885714286;0,861111111;0,837837838;0,815789474;0,794871795;0,775;0,756097561;0,738095238;0,720930233;0,704545455;0,688888889;0,673913043;0,659574468;0,645833333;0,632653061;0,62;0,607843137;0,596153846;0,58490566;0,574074074;0,563636364;0,553571429;0,543859649;0,534482759;0,525423729;0,516666667;0,508196721;0,5;0,492063492;0,484375;0,476923077;0,46969697;0,462686567;0,455882353;0,449275362;0,442857143;0,436619718;0,430555556;0,424657534;0,418918919;0,413333333;0,407894737;0,402597403;0,397435897;0,392405063;0,3875;0,382716049;0,37804878;0,373493976;0,369047619;0,364705882;0,360465116;0,356321839;0,352272727;0,348314607;0,344444444;0,340659341;0,336956522;0,333333333;0,329787234;0,326315789;0,322916667;0,319587629;0,316326531;0,313131313;0,31;0,306930693;0,303921569;0,300970874;0,298076923;0,295238095
32;0,96969697;0,941176471;0,914285714;0,888888889;0,864864865;0,842105263;0,820512821;0,8;0,780487805;0,761904762;0,744186047;0,727272727;0,711111111;0,695652174;0,680851064;0,666666667;0,653061224;0,64;0,62745098;0,615384615;0,603773585;0,592592593;0,581818182;0,571428571;0,561403509;0,551724138;0,542372881;0,533333333;0,524590164;0,516129032;0,507936508;0,5;0,492307692;0,484848485;0,47761194;0,470588235;0,463768116;0,457142857;0,450704225;0,444444444;0,438356164;0,432432432;0,426666667;0,421052632;0,415584416;0,41025641;0,405063291;0,4;0,395061728;0,390243902;0,385542169;0,380952381;0,376470588;0,372093023;0,367816092;0,363636364;0,359550562;0,355555556;0,351648352;0,347826087;0,344086022;0,340425532;0,336842105;0,333333333;0,329896907;0,326530612;0,323232323;0,32;0,316831683;0,31372549;0,310679612;0,307692308;0,304761905
